frame_index,reference_frame,middle_frame,current_frame,similarity,delete_frame,delete_range,memory_size,matching_points,orb_runtime_ms,lightglue_runtime_ms,runtime_ms,confidence,semantic_similarity,final_similarity,spatial_alpha,average_displacement,median_displacement,maximum_displacement,depth_runtime_ms,geometry_similarity,depth_difference,depth_metric,depth_cache_hit_reference,depth_cache_hit_current,memory_state,policy,transition,unified_memory_score,geometry_confidence,intent_state,estimator,decision,window_before,window_after,pose_x,pose_z,pose_yaw,pose_pitch,delta_x,delta_z,local_delta_x,local_delta_z,delta_yaw,delta_pitch,movement_magnitude,rotation_magnitude,pose_confidence,pose_delta_position,view_state,view_confidence,view_pose_distance,view_yaw_delta,nearest_view_frame_id,key_anchor_frame_id,key_anchor_type,key_anchor_reason,memory_selection_mode,memory_selection_target,memory_selection_anchor_type,memory_selection_reason,trajectory_motion_state,trajectory_direction,trajectory_frames,trajectory_distance,trajectory_should_progress,trajectory_confidence,revisit_gate_allow_retrieve,revisit_gate_allow_soft_reuse,revisit_gate_force_progress,revisit_gate_protect_current,revisit_gate_reason,selection_is_hard_retrieve,selection_is_soft_reuse,selection_is_progress,action_mode,action_mode_confidence,action_mode_reason,scheduler_path,turn_state,turn_confidence,turn_duration,turn_direction,turn_reason,window_layout_type,window_reason,view_intent,move_intent,has_view_motion,has_move_motion,action_explanation,use_pose_memory
39,18,33,37,0.9247673228383064,13,13-17-18,9,225280,0.0,0.0,179.2913810350001,0.9247673228383064,0.9247673228383064,0.9247673228383064,0.0,0.0,0.0,0.0,179.2913810350001,0.9247673228383064,0.07523267716169357,l1,True,False,INSERT,physmem_rule,action_mode_locomotion_orb_insert|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.534275329246698,0.9247673228383064,Walk,depth,physmem_insert,13 17 18 31 32 33 34 35 36,31 32 33 34 35 36 37 38 39,0.006292609233547686,2.3541262116750987,1.862645149230957e-09,0.0,-0.33333334140479565,1.0000000006208818,-0.3333333432674408,1.0,0.0,0.0,1.0540925565309005,0.0,1.0,1.0540925565309005,Novel View,0.5,1.0540925565309003,0.0,34,,,,orb_locomotion,,,move=1.0541:Walk,Progressing,forward,3,3.1081851130618006,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.0541:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,0.5,2,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True
42,33,36,40,0.9532209485769272,32,32-34,9,225280,0.0,0.0,103.31704560667276,0.9532209485769272,0.9532209485769272,0.9532209485769272,0.0,0.0,0.0,0.0,103.31704560667276,0.9532209485769272,0.046779051423072815,l1,True,False,INSERT,physmem_rule,action_mode_view_rotation_protect|trajectory_forward_blocks_pullback|mode=Viewpoint Locomotion|turn=TurnStart|view=Novel View|selection=protect_current|trajectory=Progressing:forward|prev=INSERT,0.6102318082568046,0.9532209485769272,Viewpoint Locomotion,depth,physmem_insert,31 32 33 34 35 36 37 38 39,31 33 35 36 37 38 39 40 41,0.652807514202795,3.3672712894344508,-0.04003906063735485,0.0,0.6465149049692474,1.013145077759352,0.6666666865348816,1.0,-0.0400390625,0.0,1.2018504361755662,0.0400390625,1.0,1.2018504361755662,Novel View,0.5,1.2018504361755662,0.0400390625,37,40,forward_anchor,hybrid_forward_progress,protect_current,,,move=1.2019:view=0.0400:Viewpoint Locomotion,Progressing,forward,4,4.310035549237367,True,1.0,False,False,True,False,hybrid_forward_progress,False,False,False,Viewpoint Locomotion,1.0,move=1.2019:view=0.0400:Viewpoint Locomotion,Viewpoint Locomotion->protect_current,TurnStart,0.50048828125,1,left,rotation=0.0400,protect_current,TurnStart:protect_current,Turn Left,Walk,True,True,viewpoint_locomotion,True
45,35,38,42,0.9892558455467224,31,31-33,9,225280,0.0,0.0,118.70258906856179,0.9892558455467224,0.9892558455467224,0.9892558455467224,0.0,0.0,0.0,0.0,118.70258906856179,0.9892558455467224,0.010744154453277588,l1,False,False,INSERT,physmem_rule,turn_in_progress_soft_insert|trajectory_progress_bypasses_insert_hysteresis|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Novel View|selection=turn_transition|trajectory=Progressing:forward|prev=INSERT,0.6319494648884775,0.9892558455467224,Viewpoint Locomotion,depth,physmem_insert,31 33 35 36 37 38 39 40 41,35 36 37 38 39 40 41 42 43,0.6327893220316694,4.36707090534866,1.862645149230957e-09,0.0,-0.020018192171125698,0.9997996159142091,0.0,1.0,0.0400390625,0.0,1.0,0.0400390625,1.0,1.0,Novel View,0.5,1.0000000000000002,0.0400390625,40,,,,turn_transition,,,rotation=0.0400,Progressing,forward,5,5.310035549237367,True,1.0,False,False,True,False,hybrid_forward_progress,False,False,False,Viewpoint Locomotion,1.0,move=1.0000:view=0.0400:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.50048828125,2,right,rotation=0.0400,turn_transition,TurnInProgress:turn_transition,Turn Right,Walk,True,True,viewpoint_locomotion,True
48,37,40,44,0.9879809888079762,38,38-39-40,9,225280,0.0,0.0,101.83782316744328,0.9879809888079762,0.9879809888079762,0.9879809888079762,0.0,0.0,0.0,0.0,101.83782316744328,0.9879809888079762,0.012019011192023754,l1,False,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=INSERT,0.6276807174256278,0.9879809888079762,Walk,depth,physmem_keep,35 36 37 38 39 40 41 42 43,35 36 37 41 42 43 44 45 46,0.6327893238943145,5.36707090534866,1.862645149230957e-09,0.0,1.862645149230957e-09,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,Novel View,0.5,1.0,0.0,42,,,,orb_locomotion,,,move=1.0000:Walk,Progressing,forward,6,6.310035549237367,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.0000:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,1.0,1,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True
51,37,43,47,0.9881261112168431,41,41-42-43,9,225280,0.0,0.0,136.6447228938341,0.9881261112168431,0.9881261112168431,0.9881261112168431,0.0,0.0,0.0,0.0,136.6447228938341,0.9881261112168431,0.011873888783156872,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=PostTurnStabilization|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.6031021982442639,0.9881261112168431,Walk,depth,physmem_keep,35 36 37 41 42 43 44 45 46,35 36 37 44 45 46 47 48 49,-0.3672106742430403,6.367070907211305,1.862645149230957e-09,0.0,-0.9999999981373549,1.0000000018626451,-1.0,1.0,0.0,0.0,1.4142135623730951,0.0,1.0,1.4142135623730951,Novel View,0.5,1.4142135623730951,0.0,44,,,,orb_locomotion,,,move=1.4142:Walk,Progressing,forward,7,7.724249111610462,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.4142:Walk,Locomotion Only->orb_locomotion,PostTurnStabilization,0.5,2,right,mouse_stopped_after_turn,orb_locomotion,PostTurnStabilization:orb_locomotion,None,Walk,False,True,locomotion,True
54,37,46,50,0.9653557762503624,35,35-36-37,9,225280,0.0,0.0,147.51428924500942,0.9653557762503624,0.9653557762503624,0.9653557762503624,0.0,0.0,0.0,0.0,147.51428924500942,0.9653557762503624,0.034644223749637604,l1,True,False,INSERT,physmem_rule,action_mode_locomotion_orb_insert|mode=Locomotion Only|turn=StableNewView|view=Novel View|selection=orb_locomotion|trajectory=Progressing:forward|prev=KEEP,0.5712645800319691,0.9653557762503624,Walk,depth,physmem_insert,35 36 37 44 45 46 47 48 49,44 45 46 47 48 49 50 51 52,0.6327893276196048,7.36707090534866,1.862645149230957e-09,0.0,1.0000000018626451,0.9999999981373549,1.0,1.0,0.0,0.0,1.4142135623730951,0.0,1.0,1.4142135623730951,Novel View,0.5,1.4142135623730951,0.0,47,,,,orb_locomotion,,,move=1.4142:Walk,Progressing,forward,8,9.138462673983557,True,1.0,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,1.0,move=1.4142:Walk,Locomotion Only->orb_locomotion,StableNewView,1.0,0,right,stable,orb_locomotion,StableNewView:orb_locomotion,None,Walk,False,True,locomotion,True
57,46,49,53,0.9601744562387466,47,47-48-49,9,225280,0.0,0.0,166.99680872261524,0.9601744562387466,0.9601744562387466,0.9601744562387466,0.0,0.0,0.0,0.0,166.99680872261524,0.9601744562387466,0.03982554376125336,l1,True,False,KEEP,physmem_rule,action_mode_locomotion_orb_keep|mode=Locomotion Only|turn=StableNewView|view=Known View|selection=orb_locomotion|trajectory=Starting:left|prev=INSERT,0.5911882803580906,0.9601744562387466,Left,depth,physmem_keep,44 45 46 47 48 49 50 51 52,44 45 46 50 51 52 53 54 55,0.29945598435216403,7.367070905969542,1.862645149230957e-09,0.0,-0.3333333432674408,6.208817349140361e-10,-0.3333333432674408,0.0,0.0,0.0,0.3333333432674408,0.0,1.0,0.3333333432674408,Known View,0.8039215627838583,0.3333333432674408,0.0,50,,,,orb_locomotion,,,move=0.3333:Left,Starting,left,1,0.3333333432674408,False,0.75,False,False,False,False,locomotion_only_orb_dominant,False,False,False,Locomotion Only,0.3333333432674408,move=0.3333:Left,Locomotion Only->orb_locomotion,StableNewView,1.0,0,right,stable,orb_locomotion,StableNewView:orb_locomotion,None,Left,False,True,lateral_motion,True
60,46,52,56,0.9502176158130169,50,50-51-52,9,225280,0.0,0.0,165.47569073736668,0.9502176158130169,0.9502176158130169,0.9502176158130169,0.0,0.0,0.0,0.0,165.47569073736668,0.9502176158130169,0.04978238418698311,l1,True,False,KEEP,physmem_rule,action_mode_view_rotation_protect|mode=Viewpoint Locomotion|turn=TurnStart|view=Known View|selection=protect_current|trajectory=Starting:right|prev=KEEP,0.5451289753507209,0.9502176158130169,Viewpoint Locomotion,depth,physmem_keep,44 45 46 50 51 52 53 54 55,44 45 46 53 54 55 56 57 58,0.6321915879204952,7.387024247841716,-0.11979166232049465,0.0,0.3327356035683312,0.019953341872174398,0.3333333432674408,0.0,-0.1197916641831398,0.0,0.3333333432674408,0.1197916641831398,1.0,0.3333333432674408,Known View,0.8551556252072205,0.019962293690683336,0.1197916641831398,50,56,forward_anchor,lateral_motion,protect_current,,,move=0.3333:view=0.1198:Viewpoint Locomotion,Starting,right,1,0.3333333432674408,False,0.75,False,False,False,False,known_view_blocked_by_motion:0.3333,False,False,False,Viewpoint Locomotion,0.3333333432674408,move=0.3333:view=0.1198:Viewpoint Locomotion,Viewpoint Locomotion->protect_current,TurnStart,1.0,1,left,rotation=0.1198,protect_current,TurnStart:protect_current,Turn Left,Right,True,True,viewpoint_locomotion,True
63,46,55,59,0.9427309483289719,44,44-45,9,225280,0.0,0.0,160.09544115513563,0.9427309483289719,0.9427309483289719,0.9427309483289719,0.0,0.0,0.0,0.0,160.09544115513563,0.9427309483289719,0.05726905167102814,l1,True,False,INSERT,physmem_rule,turn_in_progress_soft_insert|mode=View Rotation Only|turn=TurnInProgress|view=View Transition|selection=turn_transition|trajectory=Idle:none|prev=KEEP,0.5183130638815091,0.9427309483289719,Turn Left,depth,physmem_insert,44 45 46 53 54 55 56 57 58,46 53 54 55 56 57 58 59 60,0.6321915879204952,7.387024247841716,-0.29947916232049465,0.0,0.0,0.0,0.0,0.0,-0.1796875,0.0,0.0,0.1796875,1.0,0.0,View Transition,0.5989583333333334,0.0,0.1796875,56,,,,turn_transition,,,rotation=0.1797,Idle,none,0,0.0,False,0.0,False,False,False,True,view_transition,False,False,False,View Rotation Only,0.998263888888889,view=0.1797:Turn Left,View Rotation Only->turn_transition,TurnInProgress,1.0,2,left,rotation=0.1797,turn_transition,TurnInProgress:turn_transition,Turn Left,None,True,False,viewpoint_change,True
66,54,57,61,0.9414029307663441,46,46-53,9,225280,0.0,0.0,185.72644982486963,0.9414029307663441,0.9414029307663441,0.9414029307663441,0.0,0.0,0.0,0.0,185.72644982486963,0.9414029307663441,0.05859706923365593,l1,False,False,INSERT,physmem_rule,turn_in_progress_soft_insert|mode=Viewpoint Locomotion|turn=TurnInProgress|view=Revisit|selection=turn_transition|trajectory=Starting:left|prev=INSERT,0.5805693604184936,0.9414029307663441,Viewpoint Locomotion,depth,physmem_insert,46 53 54 55 56 57 58 59 60,54 55 56 57 58 59 60 61 62,-0.010405645784525741,7.209504485082601,-0.23958333022892475,0.0,-0.642597233705021,-0.17751976275911557,-0.6666666865348816,0.0,0.0598958320915699,0.0,0.6666666865348816,0.0598958320915699,1.0,0.6666666865348816,Revisit,0.4259897595402765,0.3476225062076498,0.2395833320915699,53,,,,turn_transition,,,rotation=0.0599,Starting,left,1,0.6666666865348816,False,0.75,False,False,False,False,revisit_blocked_by_motion:0.6667,False,False,False,Viewpoint Locomotion,0.6666666865348816,move=0.6667:view=0.0599:Viewpoint Locomotion,Viewpoint Locomotion->turn_transition,TurnInProgress,0.7486979011446238,3,right,rotation=0.0599,turn_transition,TurnInProgress:turn_transition,Turn Right,Left,True,True,viewpoint_locomotion,True
